Id,method,comment,isConsistent,tokensLength
2689,"public static <C extends Comparable<E>, E> Rule<C> gt(E value) {
        return new GtRule<C, E>(value);
    }",Returns a rule which evaluates to true if the supplied input is greater than the given value.,1,52
2690,"public boolean equals(Object obj) {
        return (obj instanceof MutableDouble)
            && (Double.doubleToLongBits(((MutableDouble) obj).value) == Double.doubleToLongBits(value));
    }",Compares this object against the specified object.,1,59
2691,"public static String saveIptablesRules() {
        return BashCommands.alternatives(
                BashCommands.ifExecutableElse1(""iptables-save"", sudo(""iptables-save"")),
                iptablesService(""save""));
    }","Returns the command that saves on disk iptables rules, to make them resilient to reboot.",1,52
2692,"@CheckForNull
    public Status getStatus() {
        return loadLocation().getStatus();
    }",Get the status of this item.,1,28
2693,"public static boolean contains(IPolyShape ps, IShape s) {
		for (ICurve c : s.getOutlineSegments())
			if (!contains(ps, c))
				return false;
		return true;
	}",Checks if the  IShape is contained by the  IPolyShape.,1,66
2694,"protected Integer getModifiers() {
                    return modifiers;
                }",Returns the modifiers of the parameter or  null if no modifiers are known.,1,19
2695,"public long getElapsedToday() {
        // Time elapsed so far today
        return (calendar.get(Calendar.HOUR_OF_DAY) * 60 + calendar.get(Calendar.MINUTE)) * MS_PER_MINUTE
                + calendar.get(Calendar.SECOND) * 1000
                + calendar.get(Calendar.MILLISECOND);
    }",Returns the time elapsed so far today in milliseconds.,1,78
2696,"private JsonArrayImpl transform(ViewData data) {
        List result = new ArrayList(data.size());

        for (Entry<String, SectionData> sectionEntry : data.entrySet()) {
            LinkedHashSet<Object> newSectionData = new LinkedHashSet<>(sectionEntry.getValue().size());

            for (int i = 0; i < sectionEntry.getValue().size(); i++) {
                List<ValueData> rowData = sectionEntry.getValue().get(i);
                List<String> newRowData = new ArrayList<>(rowData.size());

                for (int j = 0; j < rowData.size(); j++) {
                    newRowData.add(rowData.get(j).getAsString());
                }

                newSectionData.add(newRowData);
            }

            result.add(newSectionData);
        }

        return new JsonArrayImpl(result);
    }",Transforms view data into table in json format.,1,262
2697,"public static int compile(DiagnosticListener<JavaFileObject> listener, String[] args) {
    return new ErrorProneCompiler.Builder().listenToDiagnostics(listener).build().compile(args);
  }","Convenient helper method for compiling in-process, using reflection.",1,54
2698,"public static CiConstant forLong(long i) {
        return i == 0 ? LONG_0 : i == 1 ? LONG_1 : new CiConstant(CiKind.Long, i);
    }",Utility method to create a value type for an long constant.,1,60
2699,"public static GLFWErrorCallback errorfunPrint() {
		return errorfunPrint(System.err);
	}",Returns a  GLFWErrorCallback instance that prints the error in the standard error stream.,1,26
2700,"private static Writer openOutput(final ISchemaVersion schemaVersion, final String description, final TestType type) throws IOException {
        final String schemaVersionPrefix = ""v""+ schemaVersion.schemaVersionNumber() + ""_"";
        final String header;
        final String filename;
        switch(type) {
            case ADD:
                header = ""cardinality,raw_value,HLL\n"";
                filename = schemaVersionPrefix + ""cumulative_add_"" + description + "".csv"";
                break;
            case UNION:
                header = ""cardinality,HLL,union_cardinality,union_HLL\n"";
                filename = schemaVersionPrefix + ""cumulative_union_"" + description + "".csv"";
                break;
            default:
                throw new RuntimeException(""Unknown test type "" + type);
        }

        final Writer output = Files.newBufferedWriter(
            Paths.get(OUTPUT_DIRECTORY, filename), StandardCharsets.UTF_8);
        output.write(header);
        output.flush();
        return output;
    }",Opens a  Writer and writes out an appropriate CSV header.,1,261
2701,"public Type type() {
    return type;
  }",Returns the  Type of this  TypePromoter,1,19
2702,"public Visibility getVisibility() {
        return visibility;
    }",This method is used to obtain visibility of the  ModuleType.,1,19
2703,"public OptionalInt valueColumnIndex(final ColumnRef target) {
    int idx = 0;
    for (final Column column : value()) {
      if (column.matches(target)) {
        return OptionalInt.of(idx);
      }
      ++idx;
    }

    return OptionalInt.empty();
  }",Find the index of the column with the supplied exact  target.,1,95
2704,"public Graph<VcfSample, Relationship> getGraph() {
        return graph;
    }",Return the graph of relationships between samples for this VCF pedigree.,1,25
2705,"public INDArray pack(List<Pair<INDArray, INDArray>> layers) {
        if (layers.size() != this.neuralNets.length + 1)
            throw new IllegalArgumentException(""Illegal number of neuralNets passed in. Was "" + layers.size() + "" when should have been "" + (this.neuralNets.length + 1));

        List<INDArray> list = new ArrayList<>();
        for(int i = 0; i < layers.size(); i++) {
            list.add(layers.get(i).getFirst());
            list.add(layers.get(i).getSecond());
        }
        INDArray ret = NDArrays.toFlattened(list);
        if(ret.length() != numParams())
            throw new IllegalStateException(""Illegal number of parameters found in the layers"");
        return ret;
    }",Packs a set of matrices in to one vector,1,230
2706,"public final BranchOperand asBranch() {
    return (BranchOperand) this;
  }",Cast to an  BranchOperand.,1,25
2707,"public ExpressionClause<SortDefinition> sort() {
        SortDefinition answer = new SortDefinition();
        addOutput(answer);
        return ExpressionClause.createAndSetExpression(answer);
    }",Sorts the expression,1,48
2708,"public static boolean contains(CharSequence seq, int searchChar) {
        if (isEmpty(seq)) {
            return false;
        }
        return indexOfSequence(seq, searchChar, 0) >= 0;
    }","Checks if CharSequence contains a search character, handling  null.",1,64
2709,"public Gadget remove(long gadgetId)
		throws NoSuchGadgetException, SystemException {
		return remove(Long.valueOf(gadgetId));
	}",Removes the gadget with the primary key from the database.,1,38
2710,"public MemberRequest remove(long memberRequestId)
		throws NoSuchMemberRequestException, SystemException {
		return remove(Long.valueOf(memberRequestId));
	}",Removes the member request with the primary key from the database.,1,38
2711,"protected Filter[] obtainAllDefinedFilters() {
        return filterChainMap.getAllDefinedFilters();
    }",Obtains all of the uniqueFilter instances registered in the FilterChainMap.,1,25
2712,"public static ClusteredMediaDriver launch()
    {
        return new ClusteredMediaDriver();
    }",Launch a new  ClusteredMediaDriver with default contexts.,1,26
2713,"public WindowedValue<T> call(T t) {
        return WindowedValue.valueInGlobalWindow(t);
      }",A Spark function for converting a value to a  WindowedValue.,1,30
2714,"public static PeriodFormatter getDefault() {
        return wordBased(Locale.ENGLISH);
    }",Gets the default formatter that outputs words in English.,1,26
2716,"public boolean shouldSkip(HttpResponse response) {
        return !httpCompressionStrategy.shouldCompress(response);
    }",Determines if encoding should occur based on the response.,1,28
2717,"public static double get(MetricKey<ASTMethod> key, ASTMethod node, MetricVersion version) {
        return FACADE.computeForOperation(key, node, version);
    }",Computes a metric identified by its key on a operation AST node.,1,48
2718,"public Result[] scannerGet(Integer id, Long numRows)
      throws HBaseRestException {
    try {
      ArrayList<Result> a;
      ResultScanner s;
      Result r;

      a = new ArrayList<Result>();
      s = scannerMaster.getScanner(id);

      if (s == null) {
        throw new HBaseRestException(""ScannerId: "" + id
            + "" is unavailable.  Please create a new scanner"");
      }

      for (int i = 0; i < numRows; i++) {
        if ((r = s.next()) != null) {
          a.add(r);
        } else {
          scannerMaster.scannerClose(id);
          break;
        }
      }

      return a.toArray(new Result[0]);
    } catch (IOException e) {
      throw new HBaseRestException(e);
    }
  }",returns the next numResults Results from the Scaner mapped to Integer id.,1,256
2719,"static boolean isDefinitionNode(Node n) {
    Node parent = n.getParent();
    if (parent == null) {
      return false;
    }

    if (NodeUtil.isVarDeclaration(n) && (n.isFromExterns() || n.hasChildren())) {
      return true;
    } else if (parent.isFunction() && parent.getFirstChild() == n) {
      if (!NodeUtil.isFunctionExpression(parent)) {
        return true;
      } else if (!n.getString().isEmpty()) {
        return true;
      }
    } else if (parent.isClass() && parent.getFirstChild() == n) {
      if (!NodeUtil.isClassExpression(parent)) {
        return true;
      } else if (!n.isEmpty()) {
        return true;
      }
    } else if (n.isMemberFunctionDef() && parent.isClassMembers()) {
      return true;
    } else if (parent.isAssign() && parent.getFirstChild() == n) {
      return true;
    } else if (NodeUtil.isObjectLitKey(n)) {
      return true;
    } else if (parent.isParamList()) {
      return true;
    } else if (parent.getToken() == Token.COLON
        && parent.getFirstChild() == n
        && n.isFromExterns()) {
      Node grandparent = parent.getParent();
      checkState(grandparent.getToken() == Token.LB);
      checkState(grandparent.getParent().getToken() == Token.LC);
      return true;
    } else if (n.isFromExterns() && parent.isExprResult() && n.isGetProp() && n.isQualifiedName()) {
      return true;
    }
    return false;
  }","This logic must match  #getDefinition(Node, boolean).",1,540
2720,"public boolean isAssignableTo(TypeDescriptor typeDescriptor) {
		return typeDescriptor.getObjectType().isAssignableFrom(getObjectType());
	}",Returns true if an object of this type can be assigned to a reference of the given type.,1,33
2721,"public Highlight getHighlightByTouchPoint(float x, float y) {

        // create an array of the touch-point
        float[] pts = new float[2];
        pts[0] = x;
        pts[1] = y;

        Matrix tmp = new Matrix();

        // invert all matrixes to convert back to the original value
        mMatrixOffset.invert(tmp);
        tmp.mapPoints(pts);

        mMatrixTouch.invert(tmp);
        tmp.mapPoints(pts);

        mMatrixValueToPx.invert(tmp);
        tmp.mapPoints(pts);

        double xTouchVal = pts[0];
        double yTouchVal = pts[1];
        double base = Math.floor(xTouchVal);

        Log.i(LOG_TAG, ""touchindex x: "" + xTouchVal + "", touchindex y: "" + yTouchVal);

        // touch out of chart
        if (this instanceof LineChart && (xTouchVal < 0 || xTouchVal > mDeltaX))
            return null;
        if (this instanceof BarChart && (xTouchVal < 0 || xTouchVal > mDeltaX + 1))
            return null;

        int xIndex = (int) base;
        int dataSetIndex = 0; // index of the DataSet inside the ChartData
                              // object

        if (this instanceof LineChart) {

            // check if we are more than half of a x-value or not
            if (xTouchVal - base > 0.5) {
                xIndex = (int) base + 1;
            }
        }

        ArrayList<SelInfo> valsAtIndex = getYValsAtIndex(xIndex);

        dataSetIndex = getClosestDataSetIndex(valsAtIndex, (float) yTouchVal);

        if (dataSetIndex == -1)
            return null;

        return new Highlight(xIndex, dataSetIndex);
    }",returns the Highlight object (contains x-index and DataSet index) of the selected value at the given touch point.,1,450
2722,"@Override
    public Coordinates3D parse(final String source, final ParsePosition pos) {
        final double[] coordinates = parseCoordinates(3, source, pos);
        if (coordinates == null) {
            return null;
        }
        return new Coordinates3D(coordinates[0], coordinates[1], coordinates[2]);
    }",Parses a string to produce a  Coordinates3D object.,1,100
2723,"public JIRAChangeItem remove(long jiraChangeItemId)
		throws NoSuchJIRAChangeItemException, SystemException {
		return remove(Long.valueOf(jiraChangeItemId));
	}",Removes the j i r a change item with the primary key from the database.,1,38
2724,"public Object caseBounds( Bounds object )
	{
		return null;
	}",Returns the result of interpretting the object as an instance of 'Bounds'.,1,25
2725,"@Override
  public List<T> findDatasets() throws IOException {
    List<T> datasets = Lists.newArrayList();
    for (FileStatus fileStatus : this.fs.globStatus(datasetPattern)) {
      Path pathToMatch = PathUtils.getPathWithoutSchemeAndAuthority(fileStatus.getPath());
      if (this.blacklist.isPresent() && this.blacklist.get().matcher(pathToMatch.toString()).find()) {
        continue;
      }
      LOG.info(""Found dataset at "" + fileStatus.getPath());
      datasets.add(datasetAtPath(fileStatus.getPath()));
    }
    return datasets;
  }","Finds all directories satisfying the input glob pattern, and creates a  gobblin.data.management.retention.dataset.CleanableDataset for each one using  #datasetAtPath.",1,171
2726,"public JettisonConfiguration build() {
            return new JettisonConfiguration(this);
        }",Constructs a new immutable  JettisonConfiguration object based on options set on this Builder,1,24
2727,"private String typeAnsAnswerFilter(String buf, String userAnswer, String correctAnswer) {
        Matcher m = sTypeAnsPat.matcher(buf);
        DiffEngine diff = new DiffEngine();
        StringBuilder sb = new StringBuilder();
        boolean theSame = userAnswer.equals(correctAnswer);
        sb.append(""<div"");
        if (!mPrefWriteAnswers) {
            sb.append("" class=\""typeOff\"""");
        }
        sb.append(""><code id=typeans>"");
        if (!theSame && !userAnswer.isEmpty()) {
            sb.append(diff.diff_prettyHtml(diff.diff_main(userAnswer, correctAnswer), mNightMode));
            sb.append(""<br>&darr;<br>"");
        }
        if (mPrefWriteAnswers) {
            sb.append(diff.diff_prettyHtml(diff.diff_main(correctAnswer, correctAnswer), mNightMode));
            if (theSame) {
                sb.append(""\u2714"");  // ""Heavy check mark""
            }
        } else {
            sb.append(correctAnswer);
        }
        sb.append(""</code></div>"");
        return m.replaceFirst(sb.toString());
    }",Fill the placeholder for the type comparison.,1,297
2728,"private ExternalGraphic createExternalGraphicForSprite(Expression iconName, MBStyle styleContext) {
        Expression spriteUrl;
        
        if (styleContext != null && styleContext.getSprite() != null) {
            String spriteBase = styleContext.getSprite().trim() + ""#"";
            spriteUrl = ff.function(""Concatenate"", ff.literal(spriteBase),
                    iconName);
        } else {
            spriteUrl = iconName;
        }

        // TODO: (Functions milestone) The icon name can be a function, so evaluating the expression to a string (below) is wrong.
        // Evaluate it for now, because (for now) External Graphics do not take an expression for the URL.
        // TODO: Allow External Graphics to take an expression for the URL
        String spriteUrlStr = spriteUrl.evaluate(null, String.class);

        return sf.createExternalGraphic(spriteUrlStr, SpriteGraphicFactory.FORMAT);

    }","Takes the name of an icon, and an  MBStyle as a context, and returns an External Graphic referencing the full URL of the image for consumption by the  SpriteGraphicFactory.",1,174
2729,"public static Optional<Method> loadMethod(String fullyQualifiedMethodName) {
		Preconditions.notBlank(fullyQualifiedMethodName, ""fully qualified method name must not be null or empty"");
		fullyQualifiedMethodName = fullyQualifiedMethodName.trim();

		// TODO Handle overloaded and inherited methods

		int hashPosition = fullyQualifiedMethodName.lastIndexOf('#');
		if (hashPosition >= 0 && hashPosition < fullyQualifiedMethodName.length()) {
			String className = fullyQualifiedMethodName.substring(0, hashPosition);
			String methodName = fullyQualifiedMethodName.substring(hashPosition + 1);
			if (StringUtils.isNotBlank(className) && StringUtils.isNotBlank(methodName)) {
				Optional<Class<?>> classOptional = loadClass(className);
				if (classOptional.isPresent()) {
					try {
						return Optional.of(classOptional.get().getDeclaredMethod(methodName));
					}
					catch (NoSuchMethodException ignore) {
					}
				}
			}
		}
		return Optional.empty();
	}",Load a method by its fully qualified name.,1,248
2730,"public double max()
    {
        return summaryStatistics.getMax();
    }",Return the maximum elapsed time recorded by this timer in nanoseconds.,1,24
2731,"public static ReadOnlyThreadContextMap getThreadContextMap() {
        return readOnlyContextMap;
    }","Returns a read-only view of the internal data structure used to store thread context key-value pairs, or  null if the internal data structure does not implement the  ReadOnlyThreadContextMap interface.",1,21
2732,"public RepositoryConfiguration createInstanceConfiguration() {
    RepositoryConfiguration configuration = new RepositoryConfiguration(getName());
    BeanUtils.copyProperties(this, configuration);
    configuration.setEnableAccessControl(accessMethod == AccessMethod.USER);
    return configuration;
  }",Create an populate a RepositoryConfiguration based on the contens of this config command instance.,1,64
2733,"public static String saveIptablesRules() {
        return BashCommands.alternatives(
                BashCommands.ifExecutableElse1(""iptables-save"", sudo(""iptables-save"")),
                iptablesService(""save""));
    }","Returns the command that saves on disk iptables rules, to make them resilient to reboot.",1,52
2734,"public Flowable<T> autoConnect(int numberOfSubscribers) {
        return autoConnect(numberOfSubscribers, Functions.emptyConsumer());
    }",Returns an Observable that automatically connects to this ConnectableObservable when the specified number of Subscribers subscribe to it.,1,35
2735,"public static <T> ReceivePort<T> take(final ReceivePort<T> channel, final long count) {
        return new TakeReceivePort<>(channel, count);
    }",Returns a  ReceivePort that can provide at most  count messages from  channel.,1,53
2736,"public GroupedDataStream<T> groupBy(KeySelector<T, ?> keySelector) {
		return new GroupedDataStream<T>(this, clean(keySelector));
	}",Groups the elements of a  DataStream by the key extracted by the  KeySelector to be used with grouped operators like  GroupedDataStream#reduce(org.apache.flink.api.common.functions.ReduceFunction).,1,45
2737,"public ${rib_name}Router build() {
        ${rib_name}Interactor interactor = new ${rib_name}Interactor();
        Component component = Dagger${rib_name}Builder_Component.builder()
                .parentComponent(getDependency())
                .interactor(interactor)
                .build();

        return component.${rib_name_to_lower}Router();
    }",Builds a new  $rib_nameRouter.,1,94
2738,"public static long getLong(Object o, long defaultValue) {
        try {
            if (o == null) {
                return defaultValue;
            }
            if (o instanceof Number) {
                return ((Number) o).longValue();
            }
            return Long.parseLong(o.toString());
        } catch (NumberFormatException e) {
            return defaultValue;
        }
    }","Converts object to a long, return defaultValue if object is not convertible or is null.",1,120
2740,"public RVMField peekResolvedField() {
    if (resolvedMember != null) return resolvedMember;

    // Hasn't been resolved yet. Try to do it now without triggering class loading.
    RVMClass declaringClass = (RVMClass) type.peekType();
    if (declaringClass == null) return null;
    return resolveInternal(declaringClass);
  }",Find the RVMField that this field reference refers to using the search order specified in JVM spec 5.4.3.2.,1,78
2741,"protected BendVisualOperation getBendOperation() {
		return (BendVisualOperation) ((AbstractCompositeOperation) super.getOperation())
				.getOperations().get(0);
	}",Returns an  BendVisualOperation that is extracted from the operation created by  #createOperation().,1,44
2742,"public String timerChannel()
        {
            return consensusModuleChannel;
        }",Get the channel parameter for sending messages to the Consensus Module.,1,20
2743,"public boolean updateByQuery(ESSyncConfig config, Map<String, Object> paramsTmp, Map<String, Object> esFieldData) {
        if (paramsTmp.isEmpty()) {
            return false;
        }
        ESMapping mapping = config.getEsMapping();
        BoolQueryBuilder queryBuilder = QueryBuilders.boolQuery();
        paramsTmp.forEach((fieldName, value) -> queryBuilder.must(QueryBuilders.termsQuery(fieldName, value)));

        SearchResponse response = transportClient.prepareSearch(mapping.get_index())
            .setTypes(mapping.get_type())
            .setSize(0)
            .setQuery(queryBuilder)
            .get();
        long count = response.getHits().getTotalHits();
        // å¦ææ´æ°éå¤§äºMax, æ¥è¯¢sqlæ¹éæ´æ°
        if (count > MAX_BATCH_SIZE) {
            BulkRequestBuilder bulkRequestBuilder = transportClient.prepareBulk();

            DataSource ds = DatasourceConfig.DATA_SOURCES.get(config.getDataSourceKey());
            // æ¥è¯¢sqlæ´æ°
            StringBuilder sql = new StringBuilder(""SELECT * FROM ("" + mapping.getSql() + "") _v WHERE "");
            paramsTmp.forEach(
                (fieldName, value) -> sql.append(""_v."").append(fieldName).append(""="").append(value).append("" AND ""));
            int len = sql.length();
            sql.delete(len - 4, len);
            ESSyncUtil.sqlRS(ds, sql.toString(), rs -> {
                int exeCount = 1;
                try {
                    BulkRequestBuilder bulkRequestBuilderTmp = bulkRequestBuilder;
                    while (rs.next()) {
                        Object idVal = getIdValFromRS(mapping, rs);
                        append4Update(bulkRequestBuilderTmp, mapping, idVal, esFieldData);

                        if (exeCount % mapping.getCommitBatch() == 0 && bulkRequestBuilderTmp.numberOfActions() > 0) {
                            commitBulkRequest(bulkRequestBuilderTmp);
                            bulkRequestBuilderTmp = transportClient.prepareBulk();
                        }
                        exeCount++;
                    }

                    if (bulkRequestBuilder.numberOfActions() > 0) {
                        commitBulkRequest(bulkRequestBuilderTmp);
                    }
                } catch (Exception e) {
                    throw new RuntimeException(e);
                }
                return 0;
            });
            return true;
        } else {
            return updateByQuery(mapping, queryBuilder, esFieldData, 1);
        }
    }",update by query,1,616
2744,"public LayoutElement generateLayoutElement(MainFragment mainFragment, UtilitiesProviderInterface utilitiesProvider) {
        switch (mode) {
            case FILE:
            case ROOT:
                File file = new File(path);
                LayoutElement layoutElement;
                if (isDirectory()) {

                    layoutElement = utilitiesProvider.getFutils()
                            .newElement(mainFragment.folder,
                                    path, RootHelper.parseFilePermission(file),
                                    """", folderSize() + """", 0, true, false,
                                    file.lastModified() + """");
                } else {
                    layoutElement = utilitiesProvider.getFutils().newElement(Icons.loadMimeIcon(
                            file.getPath(), !mainFragment.IS_LIST, mainFragment.res),
                            file.getPath(), RootHelper.parseFilePermission(file),
                            file.getPath(), file.length() + """", file.length(), false, false, file.lastModified() + """");
                }
                layoutElement.setMode(mode);
                return layoutElement;
            default:
                return null;
        }
    }",Generates a  LayoutElement adapted compatible element.,1,283
2745,"public boolean handleBuffer(ByteBuffer buffer, long presentationTimeUs)
      throws InitializationException, WriteException {
    if (!isInitialized()) {
      initialize();
      if (playing) {
        play();
      }
    }

    boolean hadData = hasData;
    hasData = hasPendingData();
    if (hadData && !hasData && audioTrack.getPlayState() != PLAYSTATE_STOPPED) {
      long elapsedSinceLastFeedMs = SystemClock.elapsedRealtime() - lastFeedElapsedRealtimeMs;
      listener.onUnderrun(bufferSize, C.usToMs(bufferSizeUs), elapsedSinceLastFeedMs);
    }
    boolean result = writeBuffer(buffer, presentationTimeUs);
    lastFeedElapsedRealtimeMs = SystemClock.elapsedRealtime();
    return result;
  }","Attempts to write data from a  ByteBuffer to the audio track, starting from its current position and ending at its limit (exclusive).",1,193
2746,"@SuppressWarnings(""unchecked"")
    public V compute(K key, RemappingFunction<? super K, V> remappingFunction) {
        if (key == null || remappingFunction == null)
            throw new NullPointerException();
        return (V)internalCompute(key, remappingFunction);
    }",Computes and enters a new mapping value given a key and its current mapped value (or  null if there is no current mapping).,1,86
2747,"static boolean areAdjacent(RegionInfo regionA, RegionInfo regionB) {
    if (regionA == null || regionB == null) {
      throw new IllegalArgumentException(
      ""Can't check whether adjacent for null region"");
    }
    if (!regionA.getTable().equals(regionB.getTable())) {
      return false;
    }
    RegionInfo a = regionA;
    RegionInfo b = regionB;
    if (Bytes.compareTo(a.getStartKey(), b.getStartKey()) > 0) {
      a = regionB;
      b = regionA;
    }
    return Bytes.equals(a.getEndKey(), b.getStartKey());
  }",Check whether two regions are adjacent; i.e.,1,185
2748,"@RunsInEDT
  public TableCell cell(JTable table, TableCellFinder cellFinder) {
    if (cellFinder == null) throw new NullPointerException(""The cell finder to use should not be null"");
    TableCell cell = cellFinder.findCell(table);
    validateCellIndices(table, cell);
    return cell;
  }",Returns a cell from the given  JTable using the given cell finder.,1,79
2749,"public Expression getAbstractSchemaName() {
		if (rootObject == null) {
			rootObject = buildNullExpression();
		}
		return rootObject;
	}","Returns the  Expression that represents the ""root"" object.",1,46
2750,"public boolean deleteById(Object... idValues) {
		Table table = getTable();
		if (idValues == null || idValues.length != table.getPrimaryKey().length)
			throw new IllegalArgumentException(""Primary key nubmer must equals id value number and can not be null"");
		
		return deleteById(table, idValues);
	}",Delete model by composite id values.,1,88
2751,"private PkgImportControl getRoot() {
        return (PkgImportControl) stack.peek();
    }",Returns root PkgImportControl.,1,27
2752,"public List<Affiliate> getAdmins() throws NoResponseException, XMPPErrorException, NotConnectedException {
        return getAffiliatesByAdmin(MUCAffiliation.admin);
    }",Returns a list of Affiliate with the room administrators.,1,37
2753,"public static AndroidPayCardNonce fromJson(String json) throws JSONException {
        AndroidPayCardNonce androidPayCardNonce = new AndroidPayCardNonce();
        androidPayCardNonce
                .fromJson(AndroidPayCardNonce.getJsonObjectForType(API_RESOURCE_KEY, json));
        return androidPayCardNonce;
    }",Convert an API response to an  AndroidPayCardNonce.,1,61
2754,"private String stripPrefixIfPresent(String key) {
    if (key.startsWith(mBucketPrefix)) {
      return key.substring(mBucketPrefix.length());
    }
    if (key.startsWith(PATH_SEPARATOR)) {
      return key.substring(PATH_SEPARATOR.length());
    }
    return key;
  }",Strips the s3 bucket prefix or the preceding path separator from the key if it is present.,1,86
2755,"public static <A, T> BoundNullaryFunction<T> bind(Function<? super A, ? extends T> function, A arg) {
        return null == function ? null : new BoundNullaryFunction<T>(function, arg);
    }","Adapt the given, possibly-null,  Function Function to the  NullaryFunction NullaryFunction interface by binding the specified Object as a constant argument.",1,77
2756,"protected LoadFile createLoadFileTask(String inFile, String propName)
    {
        Project project = AntUtilities.createProject();
        LoadFile loadFileTask = ( LoadFile ) project.createTask( ""loadfile"" );
        loadFileTask.init();
        loadFileTask.setProperty(propName);

        getLog().info( ""Using filename "" + inFile + "" to drive the configuration"" );

        loadFileTask.setSrcFile(new File(inFile));

        return loadFileTask;

    }",This method will create an ANT based LoadFile task based on an infile and a property name.,1,127
2757,"public int getNextMarkedNode() {
		List<Integer> list = markedNodes;
		if (collapse_mode)
			list = markedCollapsedNodes;
		
		if (list.size() == 0)
			return -1;
		
		
		nextMarkedNode++;
		if (nextMarkedNode >= list.size())
			nextMarkedNode = 0;
		
		
		return list.get(nextMarkedNode);
	}",Returns the id of the next marked node in current collapse mode.,1,115
2758,"protected boolean processUnknowPacket(Element doc) {
        // Handle subsequent bind packets
        if (""bind"".equals(doc.getName())) {
            ComponentSession componentSession = (ComponentSession) session;
            // Get the external component of this session
            ComponentSession.ExternalComponent component = componentSession.getExternalComponent();
            String initialDomain = component.getInitialSubdomain();
            String extraDomain = doc.attributeValue(""name"");
            if (extraDomain == null || """".equals(extraDomain)) {
                // No new bind domain was specified so return a bad_request error
                Element reply = doc.createCopy();
                reply.add(new PacketError(PacketError.Condition.bad_request).getElement());
                connection.deliverRawText(reply.asXML());
            }
            else if (extraDomain.endsWith(initialDomain)) {
                // Only accept subdomains under the initial registered domain
                if (component.getSubdomains().contains(extraDomain)) {
                    // Domain already in use so return a conflict error
                    Element reply = doc.createCopy();
                    reply.add(new PacketError(PacketError.Condition.conflict).getElement());
                    connection.deliverRawText(reply.asXML());
                }
                else {
                    try {
                        InternalComponentManager.getInstance().addComponent(extraDomain, component);
                        component.addSubdomain(extraDomain);
                        // Send confirmation that the new domain has been registered
                        connection.deliverRawText(""<bind/>"");
                    }
                    catch (ComponentException e) {
                        Log.error(""Error binding extra domain: "" + extraDomain + "" to component: "" +
                                component, e);
                        // Return internal server error
                        Element reply = doc.createCopy();
                        reply.add(new PacketError(
                                PacketError.Condition.internal_server_error).getElement());
                        connection.deliverRawText(reply.asXML());
                    }
                }
            }
            else {
                // Return forbidden error since we only allow subdomains of the intial domain
                // to be used by the same external component
                Element reply = doc.createCopy();
                reply.add(new PacketError(PacketError.Condition.forbidden).getElement());
                connection.deliverRawText(reply.asXML());
            }
            return true;
        }
        // This is an unknown packet so return false (and close the connection)
        return false;
    }",Only bind packets will be processed by this class to bind more domains to existing external components.,1,511
2759,"public Set<BlockPosition> positions() {
        return _blocks.keySet();
    }",Simple return of the BlockPositions this collection holds,1,26
2760,"@Override
  public synchronized List<ClientFileInfo> listStatus(TachyonURI path) throws IOException {
    validateUri(path);
    return mMasterClient.listStatus(path.getPath());
  }","If the path is a directory, returns all the direct entries in it.",1,50
2761,"public Definition remove(Definition definition) throws SystemException {
		return super.remove(definition);
	}",Removes the definition from the database.,1,31
2762,"public boolean getSigninPromoShown() {
        int lastMajorVersion = mSharedPreferences.getInt(SIGNIN_PROMO_LAST_SHOWN, 0);
        if (lastMajorVersion == 0) {
            setSigninPromoShown();
            return true;
        }

        return ChromeVersionInfo.getProductMajorVersion() < lastMajorVersion + 2;
    }",Signin promo could be shown at most once every at least 2 Chrome major versions.,1,79
2763,"private boolean checkIsEvent(
			AbstractEvent event,
			Class<?> eventClass) throws IOException {

		final Buffer serializedEvent = EventSerializer.toBuffer(event);
		try {
			return EventSerializer.isEvent(serializedEvent, eventClass);
		} finally {
			serializedEvent.recycleBuffer();
		}
	}","Returns the result of  EventSerializer#isEvent(Buffer, Class) on a buffer that encodes the given event.",1,86
2764,"public static Future<Boolean> execute(Executor executor, Runnable task) {
        FutureTask<Boolean> ftask = new FutureTask<Boolean>(task, Boolean.TRUE);
        executor.execute(ftask);
        return ftask;
    }",Executes a Runnable task and returns a Future representing that task.,1,67
2765,"public OldWebSocketClient newWebSocketClient()
    {
        return new OldWebSocketClient(this);
    }","Creates and returns a new instance of a  OldWebSocketClient, configured with this",1,25
